course_code,course,year,day,time,module,type,location,professor,weeks,course_for
LM020,Bachelor of Arts in Law and Accounting,1,Monday,09:00 - 10:00,AC4002,TUT,3J, EGAN VANESSA MS,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,09:00 - 10:00,EC4102,TUT,3J, TA1ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,09:00 - 10:00,LA4222,TUT,3G, MC CUTCHEON PAUL PROFESSOR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,09:00 - 10:00,LA4222,TUT,3G, MC CUTCHEON PAUL PROFESSOR,"3,5,9,12",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,10:00 - 11:00,AC4002,LEC,1A, EGAN VANESSA MS,"1-9,11-12","Online Yr 1,3"
LM020,Bachelor of Arts in Law and Accounting,1,Monday,10:00 - 11:00,AC4002,LEC,1B, EGAN VANESSA MS,"1-9,11-12","Online Yr 1,3"
LM020,Bachelor of Arts in Law and Accounting,1,Monday,11:00 - 12:00,LA4122,TUT,3G, HEALY STEPHEN MR,"1-2,4-6,8-9,11,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,1,Monday,11:00 - 12:00,LA4122,TUT,3G, HEALY STEPHEN MR,"3,7,12",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,1,Monday,11:00 - 12:00,MA4302,LEC,, SWEENEY JAMES DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,11:00 - 13:00,MA4302,LAB,2A, SWEENEY JAMES DR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,14:00 - 15:00,LA4222,TUT,3B, MC CUTCHEON PAUL PROFESSOR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,14:00 - 15:00,LA4222,TUT,3B, MC CUTCHEON PAUL PROFESSOR,"2,6,8,13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,15:00 - 16:00,LA4122,TUT,3E, HEALY STEPHEN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,15:00 - 16:00,LA4122,TUT,3E, HEALY STEPHEN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,16:00 - 17:00,AC4002,TUT,3F, TA2ACF ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,17:00 - 18:00,AC4002,TUT,3G, TA2ACF ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Monday,17:00 - 18:00,AC4002,TUT,3L, EGAN VANESSA MS,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,09:00 - 10:00,AC4002,TUT,3K, EGAN VANESSA MS,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,09:00 - 11:00,MA4302,LAB,2C, SWEENEY JAMES DR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,10:00 - 11:00,MA4302,LEC,, SWEENEY JAMES DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,12:00 - 13:00,AC4002,TUT,3C, EGAN-BROWNE CATHERNE MS,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,13:00 - 14:00,AC4002,TUT,3I, TA2ACF ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,13:00 - 15:00,MA4302,LAB,2B, SWEENEY JAMES DR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,14:00 - 15:00,MA4302,TUT,5A, SWEENEY JAMES DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,16:00 - 17:00,LA4122,TUT,3A, HEALY STEPHEN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,16:00 - 17:00,LA4122,TUT,3A, HEALY STEPHEN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,17:00 - 18:00,LA4122,TUT,3D, HEALY STEPHEN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Tuesday,17:00 - 18:00,LA4122,TUT,3D, HEALY STEPHEN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,10:00 - 11:00,AC4002,TUT,3H, TA2ACF ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,10:00 - 11:00,LA4122,TUT,3B, HEALY STEPHEN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,10:00 - 11:00,LA4122,TUT,3B, HEALY STEPHEN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,11:00 - 12:00,AC4002,TUT,3E, EGAN-BROWNE CATHERNE MS,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,12:00 - 13:00,LA4122,TUT,3C, HEALY STEPHEN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,12:00 - 13:00,LA4122,TUT,3C, HEALY STEPHEN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,13:00 - 14:00,LA4122,TUT,3I, HEALY STEPHEN MR,"1,5,9",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,13:00 - 14:00,LA4122,TUT,3I, HEALY STEPHEN MR,"2-4,6-8,11-13",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,13:00 - 14:00,LA4222,TUT,3A, MC CUTCHEON PAUL PROFESSOR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,13:00 - 14:00,LA4222,TUT,3A, MC CUTCHEON PAUL PROFESSOR,"2,6,8,13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,14:00 - 15:00,LA4222,TUT,3C, MC CUTCHEON PAUL PROFESSOR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Wednesday,14:00 - 15:00,LA4222,TUT,3C, MC CUTCHEON PAUL PROFESSOR,"3,5,9,12",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,09:00 - 10:00,AC4002,TUT,3A, TA2ACF ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,10:00 - 11:00,EC4102,TUT,3K, TA1ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,10:00 - 11:00,EC4102,TUT,3N, TA3ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,11:00 - 12:00,EC4102,TUT,3D, PG2ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,12:00 - 13:00,MA4302,LEC,, SWEENEY JAMES DR,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,14:00 - 15:00,EC4102,TUT,3C, TA2ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,14:00 - 15:00,EC4102,TUT,3G, PG3ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,14:00 - 15:00,EC4102,TUT,3L, TA1ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,14:00 - 15:00,EC4102,TUT,3M, TA3ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,15:00 - 16:00,AC4002,TUT,3M, EGAN VANESSA MS,"1-9,11-13","Online Yr 1,3"
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,15:00 - 16:00,EC4102,TUT,3B, TA2ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,15:00 - 16:00,EC4102,TUT,3E, PG2ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,15:00 - 16:00,LA4122,TUT,3F, HEALY STEPHEN MR,"1-2,4-6,8-9,11,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,15:00 - 16:00,LA4122,TUT,3F, HEALY STEPHEN MR,"3,7,12",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,1,Thursday,16:00 - 17:00,AC4002,TUT,3D, EGAN-BROWNE CATHERNE MS,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,09:00 - 10:00,EC4102,TUT,3F, PG2ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,09:00 - 10:00,EC4102,TUT,3I, PG3ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,09:00 - 10:00,LA4222,TUT,3D, MC CUTCHEON PAUL PROFESSOR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,09:00 - 10:00,LA4222,TUT,3D, MC CUTCHEON PAUL PROFESSOR,"3,5,9,12",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,10:00 - 11:00,LA4222,TUT,3F, MC CUTCHEON PAUL PROFESSOR,"1,5,9",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,1,Friday,10:00 - 11:00,LA4222,TUT,3F, MC CUTCHEON PAUL PROFESSOR,"2,4,6,8,11,13",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,1,Friday,11:00 - 12:00,AC4002,LEC,1A, EGAN VANESSA MS,"2-3,5-6,9,12","Online Yr 1,3"
LM020,Bachelor of Arts in Law and Accounting,1,Friday,11:00 - 12:00,AC4002,LEC,1A, EGAN VANESSA MS,"8,13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,11:00 - 12:00,AC4002,LEC,1B, EGAN VANESSA MS,"1,7,11",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,1,Friday,11:00 - 12:00,AC4002,LEC,1B, EGAN VANESSA MS,"2-3,5-6,9,12","Online Yr 1,3"
LM020,Bachelor of Arts in Law and Accounting,1,Friday,12:00 - 13:00,EC4102,TUT,3A, TA2ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,12:00 - 13:00,EC4102,TUT,3H, PG3ECO ,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,1,Friday,12:00 - 13:00,LA4222,TUT,3E, MC CUTCHEON PAUL PROFESSOR,"1,3,5,7,9,12",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,1,Friday,12:00 - 13:00,LA4222,TUT,3E, MC CUTCHEON PAUL PROFESSOR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,1,Friday,13:00 - 14:00,AC4002,TUT,3B, EGAN-BROWNE CATHERNE MS,"1-9,11-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Monday,09:00 - 10:00,LA4440,TUT,3F, CAHILLANE LAURA DR,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Monday,09:00 - 10:00,LA4440,TUT,3F, CAHILLANE LAURA DR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Monday,11:00 - 12:00,LA4044,TUT,3B, DONNELLAN LAURA MS,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Monday,11:00 - 12:00,LA4044,TUT,3B, DONNELLAN LAURA MS,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Monday,11:00 - 12:00,LA4440,TUT,3G, CAHILLANE LAURA DR,"1-2,4-6,8-9,11,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,2,Monday,11:00 - 12:00,LA4440,TUT,3G, CAHILLANE LAURA DR,"3,7,12",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,2,Monday,12:00 - 13:00,AC4024,LEC,1A, REGAN KATHLEEN ,"1,3,5,7,9,12","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Monday,12:00 - 13:00,AC4024,LEC,1A, REGAN KATHLEEN ,"4,8,13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Monday,12:00 - 13:00,AC4024,LEC,1B, REGAN KATHLEEN ,"1,3,5,7,9,12","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Monday,12:00 - 13:00,AC4024,LEC,1B, REGAN KATHLEEN ,"2,6,11",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,2,Monday,14:00 - 15:00,AC4024,TUT,3B, TA4ACF ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Monday,15:00 - 16:00,AC4024,TUT,3E, TA4ACF ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Monday,17:00 - 18:00,AC4034,TUT,3E, LYNCH RUTH ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,09:00 - 10:00,AC4024,TUT,3A, TA4ACF ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,09:00 - 10:00,AC4024,TUT,3F, TA4ACF ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,09:00 - 10:00,LA4044,TUT,3E, DONNELLAN LAURA MS,"1-2,4-6,8-9,11,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,09:00 - 10:00,LA4044,TUT,3E, DONNELLAN LAURA MS,"3,7,12",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,10:00 - 11:00,AC4034,LEC,1A, LYNCH RUTH ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,10:00 - 11:00,AC4034,LEC,1B, LYNCH RUTH ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,11:00 - 12:00,AC4034,TUT,3A, LYNCH RUTH ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,11:00 - 12:00,AC4034,TUT,3F, LYNCH RUTH ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,13:00 - 14:00,LA4044,TUT,3C, DONNELLAN LAURA MS,"1-9,11-13","Online Yr 3,Postgrad"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,13:00 - 14:00,LA4044,TUT,3F, DONNELLAN LAURA MS,"1-9,11-13","Online Yr 3,Postgrad"
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,13:00 - 14:00,LA4440,TUT,3E, CAHILLANE LAURA DR,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,13:00 - 14:00,LA4440,TUT,3E, CAHILLANE LAURA DR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,14:00 - 15:00,LA4044,TUT,3D, DONNELLAN LAURA MS,"1-2,4-6,8-9,11,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,14:00 - 15:00,LA4044,TUT,3D, DONNELLAN LAURA MS,"3,7,12",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,15:00 - 16:00,AC4034,TUT,3B, LYNCH RUTH ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,16:00 - 17:00,LA4440,TUT,3H, CAHILLANE LAURA DR,"1,5,9",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,2,Tuesday,16:00 - 17:00,LA4440,TUT,3H, CAHILLANE LAURA DR,"2-4,6-8,11-13",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,10:00 - 11:00,LA4320,TUT,3D, QUILL EOIN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,10:00 - 11:00,LA4320,TUT,3D, QUILL EOIN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,11:00 - 12:00,LA4320,TUT,3B, QUILL EOIN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,11:00 - 12:00,LA4320,TUT,3B, QUILL EOIN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,12:00 - 13:00,AC4024,TUT,3D, TA4ACF ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,12:00 - 13:00,LA4440,TUT,3A, CAHILLANE LAURA DR,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,12:00 - 13:00,LA4440,TUT,3A, CAHILLANE LAURA DR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,13:00 - 14:00,LA4044,TUT,3A, DONNELLAN LAURA MS,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,13:00 - 14:00,LA4044,TUT,3A, DONNELLAN LAURA MS,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,13:00 - 14:00,LA4440,TUT,3D, CAHILLANE LAURA DR,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Wednesday,13:00 - 14:00,LA4440,TUT,3D, CAHILLANE LAURA DR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,09:00 - 10:00,LA4320,TUT,3C, QUILL EOIN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,09:00 - 10:00,LA4320,TUT,3C, QUILL EOIN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,10:00 - 11:00,LA4320,TUT,3A, QUILL EOIN MR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,10:00 - 11:00,LA4320,TUT,3A, QUILL EOIN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,12:00 - 13:00,LA4440,TUT,3C, CAHILLANE LAURA DR,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,12:00 - 13:00,LA4440,TUT,3C, CAHILLANE LAURA DR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,13:00 - 14:00,LA4320,TUT,3E, QUILL EOIN MR,"1,5,9",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,13:00 - 14:00,LA4320,TUT,3E, QUILL EOIN MR,"2-4,6-8,11-13",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,14:00 - 15:00,AC4024,TUT,3C, TA4ACF ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,17:00 - 18:00,LA4440,TUT,3B, CAHILLANE LAURA DR,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Thursday,17:00 - 18:00,LA4440,TUT,3B, CAHILLANE LAURA DR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Friday,11:00 - 12:00,AC4034,TUT,3D, LYNCH RUTH ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Friday,12:00 - 13:00,AC4034,LEC,1A, LYNCH RUTH ,"1,3,5,7,9,12","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Friday,12:00 - 13:00,AC4034,LEC,1A, LYNCH RUTH ,"4,8,13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Friday,12:00 - 13:00,AC4034,LEC,1B, LYNCH RUTH ,"1,3,5,7,9,12","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Friday,12:00 - 13:00,AC4034,LEC,1B, LYNCH RUTH ,"2,6,11",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,2,Friday,14:00 - 15:00,AC4034,TUT,3C, LYNCH RUTH ,"1-9,11-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,2,Friday,15:00 - 16:00,AC4024,LEC,1A, REGAN KATHLEEN ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,2,Friday,15:00 - 16:00,AC4024,LEC,1B, REGAN KATHLEEN ,"1-9,11-13","Online Yr 2,3"
LM020,Bachelor of Arts in Law and Accounting,3,Monday,11:00 - 12:00,MI4408,LEC,, WALSH JOHN DR,"1-9,11-13","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Monday,14:00 - 15:00,LA4002,TUT,3B, KILCOMMINS SHANE PROFESSOR,"1-3,5-7,9,11-12",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Monday,14:00 - 15:00,LA4002,TUT,3B, KILCOMMINS SHANE PROFESSOR,"4,8,13",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,09:00 - 10:00,LA4002,TUT,3D, KILCOMMINS SHANE PROFESSOR,"1,5,9",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,09:00 - 10:00,LA4002,TUT,3D, KILCOMMINS SHANE PROFESSOR,"2-4,6-8,11-13",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,10:00 - 11:00,FI4008,LAB,2C, O'BRIEN FERGAL DR,"1-9,11-13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,11:00 - 12:00,LA4042,TUT,3C, CAHILLANE LAURA DR,"1-3,5-7,9,11-12",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,11:00 - 12:00,LA4042,TUT,3C, CAHILLANE LAURA DR,"4,8,13",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,14:00 - 15:00,EC4108,TUT,3C, TA3ECO ,"1-3,5-7,9,11-12",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,14:00 - 15:00,EC4108,TUT,3C, TA3ECO ,"4,8,13",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,14:00 - 15:00,FI4008,TUT,3C, O'BRIEN FERGAL DR,"1-2,4-6,8-9,11,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,14:00 - 15:00,LA4042,TUT,3D, CAHILLANE LAURA DR,"1,5,9",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,14:00 - 15:00,LA4042,TUT,3D, CAHILLANE LAURA DR,"2-4,6-8,11-13",Online Postgrad
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,17:00 - 18:00,EC4108,TUT,3D, TA3ECO ,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,17:00 - 18:00,EC4108,TUT,3D, TA3ECO ,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,3,Tuesday,17:00 - 18:00,MI4408,LAB,2B, WALSH JOHN DR,"1-9,11-13","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,09:00 - 10:00,FI4008,LEC,1A, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,09:00 - 10:00,FI4008,LEC,1A, O'BRIEN FERGAL DR,"3,7,12",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,09:00 - 10:00,FI4008,LEC,1B, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,09:00 - 10:00,FI4008,LEC,1B, O'BRIEN FERGAL DR,"4,8,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,09:00 - 10:00,LA4002,TUT,3C, KILCOMMINS SHANE PROFESSOR,"1-2,4-6,8-9,11,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,09:00 - 10:00,LA4002,TUT,3C, KILCOMMINS SHANE PROFESSOR,"3,7,12",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,10:00 - 11:00,FI4008,LAB,2D, O'BRIEN FERGAL DR,"1-9,11-13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,16:00 - 17:00,FI4008,LAB,2A, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,16:00 - 17:00,FI4008,LAB,2B, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Wednesday,16:00 - 17:00,MI4408,LAB,2A, WALSH JOHN DR,"1-9,11-13","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Thursday,10:00 - 11:00,LA4042,TUT,3A, CAHILLANE LAURA DR,"1,4,7,11",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,3,Thursday,10:00 - 11:00,LA4042,TUT,3A, CAHILLANE LAURA DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM020,Bachelor of Arts in Law and Accounting,3,Thursday,13:00 - 14:00,LA4042,TUT,3B, CAHILLANE LAURA DR,"1,3-5,7-9,12-13",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,3,Thursday,13:00 - 14:00,LA4042,TUT,3B, CAHILLANE LAURA DR,"2,6,11",Online Yr 2
LM020,Bachelor of Arts in Law and Accounting,3,Thursday,15:00 - 16:00,FI4008,LEC,1A, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Thursday,15:00 - 16:00,FI4008,LEC,1B, O'BRIEN FERGAL DR,"1-9,11-13","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Friday,11:00 - 12:00,FI4008,TUT,3A, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Friday,11:00 - 12:00,FI4008,TUT,3A, O'BRIEN FERGAL DR,"3,7,12",Online Yr 3
LM020,Bachelor of Arts in Law and Accounting,3,Friday,11:00 - 12:00,FI4008,TUT,3B, O'BRIEN FERGAL DR,"1-2,5-6,9,11","Online Yr 3,4"
LM020,Bachelor of Arts in Law and Accounting,3,Friday,11:00 - 12:00,FI4008,TUT,3B, O'BRIEN FERGAL DR,"4,8,13",Online Yr 4
LM020,Bachelor of Arts in Law and Accounting,3,Friday,11:00 - 12:00,LA4002,TUT,3A, KILCOMMINS SHANE PROFESSOR,"1,3-5,7-9,12-13",Online Yr 2
