course_code,course,year,day,time,module,type,location,professor,weeks,course_for
LM037,Bachelor of Science in Economics and Mathematical Sciences,4,Friday,16:00 - 17:00,MS4408,TUT,5B, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM037,Bachelor of Science in Economics and Mathematical Sciences,4,Friday,16:00 - 17:00,MS4408,TUT,5B, O'BRIEN STEPHEN PROFESSOR,"4,8,13","Online Yr 4,Postgrad"
LM037,Bachelor of Science in Economics and Mathematical Sciences,4,Friday,16:00 - 17:00,MS4408,TUT,5C, O'BRIEN STEPHEN PROFESSOR,"1,5,9","Online Yr 3,4"
LM037,Bachelor of Science in Economics and Mathematical Sciences,4,Friday,16:00 - 17:00,MS4408,TUT,5C, O'BRIEN STEPHEN PROFESSOR,"2,6,11","Online Yr 3,4,Postgrad"
LM037,Bachelor of Science in Economics and Mathematical Sciences,4,Friday,16:00 - 17:00,MS4408,TUT,5C, O'BRIEN STEPHEN PROFESSOR,"3,7,12","Online Yr 3,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,2,Monday,09:00 - 10:00,MS4303,LEC,, WALSH CATHAL PROFESSOR,"1-9,11-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Monday,14:00 - 15:00,MS4303,TUT,5A, WALSH CATHAL PROFESSOR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Monday,15:00 - 16:00,MS4404,LEC,, NOLAN CLIFFORD DR,"1-9,11-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Monday,16:00 - 17:00,EC4014,TUT,3F, TA3ECO ,"1-3,5-7,9,11-12",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Monday,16:00 - 17:00,EC4014,TUT,3F, TA3ECO ,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Monday,17:00 - 18:00,EC4014,TUT,3B, TA3ECO ,"1-3,5-7,9,11-12",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Monday,17:00 - 18:00,EC4014,TUT,3B, TA3ECO ,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,09:00 - 10:00,EC4044,TUT,3C, TA1ECO ,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,09:00 - 10:00,EC4044,TUT,3C, TA1ECO ,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,11:00 - 12:00,EC4014,TUT,3C, TA3ECO ,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,11:00 - 12:00,EC4014,TUT,3C, TA3ECO ,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,12:00 - 13:00,EC4044,TUT,3B, TA1ECO ,"1-3,5-7,9,11-12",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,12:00 - 13:00,EC4044,TUT,3B, TA1ECO ,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,12:00 - 13:00,MS4034,LEC,, SWEENEY JAMES DR,"1-9,11-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,14:00 - 15:00,EC4108,TUT,3C, TA3ECO ,"1-3,5-7,9,11-12",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,14:00 - 15:00,EC4108,TUT,3C, TA3ECO ,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,15:00 - 16:00,EC4014,TUT,3E, TA3ECO ,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,15:00 - 16:00,EC4014,TUT,3E, TA3ECO ,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,16:00 - 17:00,MS4034,LAB,2A, SWEENEY JAMES DR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,16:00 - 17:00,MS4034,LAB,4A, SWEENEY JAMES DR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,17:00 - 18:00,EC4108,TUT,3D, TA3ECO ,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Tuesday,17:00 - 18:00,EC4108,TUT,3D, TA3ECO ,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,09:00 - 10:00,EC4014,TUT,3D, TA3ECO ,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,09:00 - 10:00,EC4014,TUT,3D, TA3ECO ,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,09:00 - 10:00,MS4014,TUT,5A, MORONEY KEVIN DR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,09:00 - 11:00,MS4014,LAB,2A, MORONEY KEVIN DR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,10:00 - 11:00,MS4014,LEC,, MORONEY KEVIN DR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,11:00 - 12:00,MS4404,LEC,, NOLAN CLIFFORD DR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,11:00 - 13:00,MS4404,TUT,3B, NOLAN CLIFFORD DR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,12:00 - 13:00,EC4044,TUT,3D, TA1ECO ,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,12:00 - 13:00,EC4044,TUT,3D, TA1ECO ,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,12:00 - 13:00,MS4404,TUT,5A, NOLAN CLIFFORD DR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,15:00 - 16:00,EC4044,TUT,3A, TA1ECO ,"1-3,5-7,9,11-12",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Wednesday,15:00 - 16:00,EC4044,TUT,3A, TA1ECO ,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Thursday,09:00 - 11:00,MS4303,TUT,3B, WALSH CATHAL PROFESSOR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Thursday,09:00 - 11:00,MS4404,TUT,3A, NOLAN CLIFFORD DR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Thursday,13:00 - 14:00,MS4014,LAB,4A, MORONEY KEVIN DR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Thursday,13:00 - 15:00,MS4014,LAB,2B, MORONEY KEVIN DR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Thursday,15:00 - 17:00,MS4303,TUT,3A, WALSH CATHAL PROFESSOR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Thursday,17:00 - 18:00,EC4014,TUT,3A, TA3ECO ,"1-3,5-7,9,11-12",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Thursday,17:00 - 18:00,EC4014,TUT,3A, TA3ECO ,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,09:00 - 10:00,MS4034,LAB,2B, SWEENEY JAMES DR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,09:00 - 10:00,MS4034,LEC,, SWEENEY JAMES DR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,10:00 - 11:00,MS4303,LEC,, WALSH CATHAL PROFESSOR,"1,3-5,7-9,12-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,13:00 - 14:00,MS4014,LEC,, MORONEY KEVIN DR,"1-9,11-13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,16:00 - 17:00,EC4108,TUT,3A, TA3ECO ,"1-2,4-6,8-9,11,13",Online Yr 4
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,16:00 - 17:00,EC4108,TUT,3A, TA3ECO ,"3,7,12",Online Yr 4
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,17:00 - 18:00,EC4108,TUT,3B, TA3ECO ,"1-2,4-6,8-9,11,13",Online Yr 4
LM037,Bachelor of Science in Economics and Mathematics,2,Friday,17:00 - 18:00,EC4108,TUT,3B, TA3ECO ,"3,7,12",Online Yr 4
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,11:00 - 12:00,BR4031,TUT,3B, CARROLL CONOR DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,11:00 - 12:00,CS6502,LEC,1A, JU ANDREW DR,"1-9,11-13","Online Yr 3, Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,11:00 - 12:00,CS6502,LEC,1B, JU ANDREW DR,"1-9,11-13","Online Yr 3, Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,11:00 - 13:00,BR4031,TUT,3B, CARROLL CONOR DR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,12:00 - 13:00,CS4168,LEC,1A, NIKOLOV NIKOLA DR,"2-3,6,8,12-13","Online Yr 1,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,12:00 - 13:00,CS4168,LEC,1A, NIKOLOV NIKOLA DR,"5,9",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,12:00 - 13:00,CS4168,LEC,1D, NIKOLOV NIKOLA DR,"2-3,6,8,12-13","Online Yr 1,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,12:00 - 13:00,CS4168,LEC,1D, NIKOLOV NIKOLA DR,"4,7,11",Online Postgrad
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,12:00 - 13:00,MK4002,TUT,3D, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,12:00 - 14:00,MK4002,TUT,3I, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,13:00 - 15:00,MK4002,TUT,3A, TA4MMA ,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,14:00 - 15:00,MK4002,TUT,3E, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,14:00 - 16:00,MK4002,TUT,3F, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,16:00 - 17:00,PM4022,TUT,3K, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Monday,17:00 - 18:00,PM4022,TUT,3B, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,09:00 - 10:00,MK4002,TUT,3G, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,09:00 - 11:00,MK4002,TUT,3G, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,10:00 - 11:00,CS4168,LEC,1A, NIKOLOV NIKOLA DR,"1-9,11-13","Online Yr 1,3,4,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,10:00 - 11:00,CS4168,LEC,1B, NIKOLOV NIKOLA DR,"1-9,11-13","Online Yr 1,3,4,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,10:00 - 11:00,CS4168,LEC,1C, NIKOLOV NIKOLA DR,"1-9,11-13","Online Yr 1,3,4,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,10:00 - 11:00,CS4168,LEC,1D, NIKOLOV NIKOLA DR,"1-9,11-13","Online Yr 1,3,4,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,11:00 - 12:00,MK4002,TUT,3A, REIDY SEAN MR,"2-3,5-6,9,12","Online Yr 1,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,11:00 - 12:00,MK4002,TUT,3A, TA4MMA ,"8,13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,11:00 - 12:00,MK4002,TUT,3M, REIDY SEAN MR,"1,7,11",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,11:00 - 12:00,MK4002,TUT,3M, REIDY SEAN MR,"2-3,5-6,9,12","Online Yr 1,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,11:00 - 13:00,MK4002,TUT,3M, REIDY SEAN MR,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,12:00 - 13:00,MK4002,TUT,3B, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,12:00 - 13:00,PM4022,TUT,3H, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,13:00 - 15:00,MK4002,TUT,3E, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,14:00 - 15:00,PM4022,TUT,3D, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,15:00 - 16:00,BR4031,TUT,3A, CARROLL CONOR DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,15:00 - 17:00,CS6502,LAB,4A, JU ANDREW DR,"1-9,11-13","Online Yr 3,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,15:00 - 17:00,CS6502,LAB,4B, JU ANDREW DR,"1-9,11-13","Online Yr 3,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,16:00 - 18:00,BR4001,LEC,, FITZPATRICK MARY DR,"1-9,11-13","Online Yr 1,2,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,16:00 - 18:00,BR4031,LEC,1A, CARROLL CONOR DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,16:00 - 18:00,BR4031,TUT,3D, CARROLL CONOR DR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Tuesday,16:00 - 18:00,MK4002,TUT,3L, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,09:00 - 10:00,BR4031,TUT,3E, CARROLL CONOR DR,"1,3,5,7,9,12","Online Yr 2,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,09:00 - 10:00,BR4031,TUT,3E, CARROLL CONOR DR,"4,8,13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,09:00 - 10:00,BR4031,TUT,3F, CARROLL CONOR DR,"1,3,5,7,9,12","Online Yr 2,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,09:00 - 10:00,BR4031,TUT,3F, CARROLL CONOR DR,"2,6,11",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,09:00 - 10:00,PM4022,TUT,3A, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,10:00 - 11:00,PM4022,TUT,3G, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,10:00 - 12:00,MK4002,TUT,3J, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,11:00 - 12:00,MK4002,TUT,3J, REIDY SEAN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,11:00 - 12:00,PM4022,TUT,3C, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,12:00 - 13:00,BR4031,TUT,3D, CARROLL CONOR DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,12:00 - 14:00,BR4031,TUT,3C, CARROLL CONOR DR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,13:00 - 14:00,BR4031,TUT,3C, CARROLL CONOR DR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,13:00 - 15:00,CS6502,LEC,1A, JU ANDREW DR,"1,5,9",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,13:00 - 15:00,CS6502,LEC,1A, JU ANDREW DR,"2-3,6-7,11-12","Online Yr 3,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,13:00 - 15:00,CS6502,LEC,1B, JU ANDREW DR,"2-3,6-7,11-12","Online Yr 3,Postgrad"
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,13:00 - 15:00,CS6502,LEC,1B, JU ANDREW DR,"4,8,13",Online Postgrad
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,15:00 - 16:00,MK4002,LEC,1A, REIDY SEAN MR,"1-9,11-13","Online Yr 1,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,15:00 - 16:00,MK4002,LEC,1B, REIDY SEAN MR,"1-9,11-13","Online Yr 1,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,16:00 - 17:00,MK4002,TUT,3F, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,16:00 - 18:00,MK4002,TUT,3B, TA4MMA ,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Wednesday,16:00 - 18:00,MK4002,TUT,3H, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,11:00 - 12:00,MK4002,TUT,3L, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,11:00 - 12:00,PM4022,TUT,3J, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,12:00 - 13:00,MK4002,TUT,3I, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,12:00 - 14:00,MK4002,TUT,3C, TA4MMA ,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,13:00 - 14:00,CS4168,LEC,1B, NIKOLOV NIKOLA DR,"1-2,5-6,9,11","Online Yr 3,4"
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,13:00 - 14:00,CS4168,LEC,1B, NIKOLOV NIKOLA DR,"3,7,12",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,13:00 - 14:00,CS4168,LEC,1C, NIKOLOV NIKOLA DR,"1-2,5-6,9,11","Online Yr 3,4"
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,13:00 - 14:00,CS4168,LEC,1C, NIKOLOV NIKOLA DR,"4,8,13",Online Yr 4
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,13:00 - 14:00,MK4002,TUT,3C, TA4MMA ,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,13:00 - 15:00,BR4031,TUT,3E, CARROLL CONOR DR,"2,6,11",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,13:00 - 15:00,BR4031,TUT,3F, CARROLL CONOR DR,"4,8,13",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,15:00 - 16:00,PM4022,TUT,3I, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,16:00 - 18:00,BR4031,LEC,1B, CARROLL CONOR DR,"1,3,5,7,9,12","Online Yr 2,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,16:00 - 18:00,BR4031,LEC,1B, CARROLL CONOR DR,"4,8,13",Online Yr 2
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,16:00 - 18:00,BR4031,LEC,1C, CARROLL CONOR DR,"1,3,5,7,9,12","Online Yr 2,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,16:00 - 18:00,BR4031,LEC,1C, CARROLL CONOR DR,"2,6,11",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Thursday,17:00 - 18:00,PM4022,TUT,3E, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,10:00 - 11:00,MK4002,LEC,1A, REIDY SEAN MR,"2-3,5-6,9,12","Online Yr 1,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,10:00 - 11:00,MK4002,LEC,1A, REIDY SEAN MR,"8,13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,10:00 - 11:00,MK4002,LEC,1B, REIDY SEAN MR,"1,7,11",Online Yr 3
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,10:00 - 11:00,MK4002,LEC,1B, REIDY SEAN MR,"2-3,5-6,9,12","Online Yr 1,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,10:00 - 12:00,BR4031,TUT,3A, CARROLL CONOR DR,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,12:00 - 13:00,PM4022,TUT,3M, TA1PER ,"1-9,11-13","Online Yr 2,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,12:00 - 13:00,PM4022,TUT,3N, TA1PER ,"1-9,11-13","Online Yr 2,3"
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,13:00 - 14:00,MK4002,TUT,3H, REIDY SEAN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,13:00 - 14:00,PM4022,TUT,3L, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,14:00 - 15:00,PM4022,TUT,3F, TA1PER ,"1-9,11-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,15:00 - 16:00,MK4002,TUT,3K, REIDY SEAN MR,"2-3,5-6,8-9,12-13",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,15:00 - 17:00,MK4002,TUT,3D, TA4MMA ,"1,4,7,11",Online Yr 1
LM037,Bachelor of Science in Economics and Mathematics,3,Friday,15:00 - 17:00,MK4002,TUT,3K, REIDY SEAN MR,"1,4,7,11",Online Yr 1
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, CREAVEN ANN-MARIE DR,1,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, CREAVEN ANN-MARIE DR,"2,6","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, CREAVEN ANN-MARIE DR,"3,5","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, CREAVEN ANN-MARIE DR,4,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, KINSELLA ELAINE DR,11,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, KINSELLA ELAINE DR,7,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, KINSELLA ELAINE DR,"8,13","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1A, KINSELLA ELAINE DR,"9,12","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, CREAVEN ANN-MARIE DR,1,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, CREAVEN ANN-MARIE DR,"2,6","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, CREAVEN ANN-MARIE DR,"3,5","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, CREAVEN ANN-MARIE DR,4,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, KINSELLA ELAINE DR,11,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, KINSELLA ELAINE DR,7,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, KINSELLA ELAINE DR,"8,13","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1B, KINSELLA ELAINE DR,"9,12","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, CREAVEN ANN-MARIE DR,1,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, CREAVEN ANN-MARIE DR,"2,6","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, CREAVEN ANN-MARIE DR,"3,5","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, CREAVEN ANN-MARIE DR,4,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, KINSELLA ELAINE DR,11,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, KINSELLA ELAINE DR,7,"Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, KINSELLA ELAINE DR,"8,13","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,09:00 - 10:00,PS4042,LEC,1C, KINSELLA ELAINE DR,"9,12","Online Yr 1,2,3"
LM038,Bachelor of Arts in Psychology and Sociology,1,Monday,10:00 - 11:00,PS4032,TUT,3K, ANO5PSY ,"1,4,7,11",Online Yr 1
